"","event_site_name","site_class","state"
"141","MJ2 - Middle Fork John Day Ritter","JDR_upstream","John Day River Upstream"
"142","RCJ - Rock Creek John Day Basin","JDR_upstream","John Day River Upstream"
"143","SJ1 - SF John Day (Mid)","JDR_upstream","John Day River Upstream"
"144","SJ2 - SF John Day (Murderer's)","JDR_upstream","John Day River Upstream"
"145","LMR - Lower Methow River at Pateros","MET_RM","Methow River Mouth"
"146","18N - 1890s Channel Methow River","MET_upstream","Methow River Upstream"
"147","BDP - Biddle Acclimation Pond","MET_upstream","Methow River Upstream"
"148","BVC - Beaver Creek, Methow River","MET_upstream","Methow River Upstream"
"149","CAP - Carlton Acc. Pond","MET_upstream","Methow River Upstream"
"150","CML - Chewuch River Middle Lower","MET_upstream","Methow River Upstream"
"151","CMU - Chewuch River Middle Upper","MET_upstream","Methow River Upstream"
"152","CRU - Upper Chewuch Instream Array","MET_upstream","Methow River Upstream"
"153","CRW - Chewuch River above Winthrop","MET_upstream","Methow River Upstream"
"154","CWP - Chewuch Acclimation Pond","MET_upstream","Methow River Upstream"
"155","EMC - Eightmile Creek, Methow River","MET_upstream","Methow River Upstream"
"156","EWC - Early Winters Creek rkm 0.36","MET_upstream","Methow River Upstream"
"157","GL2 - SF Gold Creek, Methow River","MET_upstream","Methow River Upstream"
"158","GLC - Gold Creek, Methow River","MET_upstream","Methow River Upstream"
"159","GWP - Goat Wall Acclimation Pond","MET_upstream","Methow River Upstream"
"160","HSL - Hancock Springs Lower","MET_upstream","Methow River Upstream"
"161","HSM - Hancock Springs Middle","MET_upstream","Methow River Upstream"
"162","HSU - Hancock Springs Upper","MET_upstream","Methow River Upstream"
"163","LBC - Libby Creek, Methow River","MET_upstream","Methow River Upstream"
"164","LBT - Little Bridge Creek (Twisp R.)","MET_upstream","Methow River Upstream"
"165","LMB - Lower Methow River Barge","MET_upstream","Methow River Upstream"
"166","LOR - Lost River at rkm 0.81","MET_upstream","Methow River Upstream"
"167","LTP - Lower Twisp Acclimation Pond","MET_upstream","Methow River Upstream"
"168","M3R - 3R side channel Methow River","MET_upstream","Methow River Upstream"
"169","MEM - Eightmile Acclimation Pond","MET_upstream","Methow River Upstream"
"170","MEW - Early Winters Acclimation Pond","MET_upstream","Methow River Upstream"
"171","MHB - Habermehl side channel Methow","MET_upstream","Methow River Upstream"
"172","MRB - Methow River Basin","MET_upstream","Methow River Upstream"
"173","MRC - Methow River at Carlton","MET_upstream","Methow River Upstream"
"174","MRT - Methow River at Twisp","MET_upstream","Methow River Upstream"
"175","MRW - Methow River at Winthrop","MET_upstream","Methow River Upstream"
"176","MSB - Stansberry side channel Methow","MET_upstream","Methow River Upstream"
"177","MSC - Methow River Side Channels","MET_upstream","Methow River Upstream"
"178","MSH - Methow Fish Hatchery Outfall","MET_upstream","Methow River Upstream"
"179","MTP - Twisp Acclimation Pond","MET_upstream","Methow River Upstream"
"180","MVP - Mid-Valley Acclimation Pond","MET_upstream","Methow River Upstream"
"181","MWF - Whitefish SC in Methow River","MET_upstream","Methow River Upstream"
"182","SCP - Spring Creek Acclimation Pond","MET_upstream","Methow River Upstream"
"183","SGP - SF Gold Creek Pond Complex","MET_upstream","Methow River Upstream"
"184","SSC - Silver Side Channel (Methow)","MET_upstream","Methow River Upstream"
"185","TWR - Lwr Twisp Rvr near MSRF Ponds","MET_upstream","Methow River Upstream"
"186","WFC - Wolf Creek, Methow River","MET_upstream","Methow River Upstream"
"187","OKL - Lower Okanogan Instream Array","OKA_RM","Okanogan River Mouth"
"188","AEN - Aeneas Creek Temporary Array","OKA_upstream","Okanogan River Upstream"
"189","ANR - Antoine Creek at AV Ranch","OKA_upstream","Okanogan River Upstream"
"190","ANT - Antoine Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"191","BPC - Bonaparte Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"192","JOH - Johnson Creek","OKA_upstream","Okanogan River Upstream"
"193","LLC - Loup Loup Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"194","NMC - Ninemile Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"195","OBF - Omak Creek below Mission Falls","OKA_upstream","Okanogan River Upstream"
"196","OKC - Okanagan River at VDS-3","OKA_upstream","Okanogan River Upstream"
"197","OKD - Penticton (Okanagan Lake) Dam","OKA_upstream","Okanogan River Upstream"
"198","OKI - Inkaneep Creek ","OKA_upstream","Okanogan River Upstream"
"199","OKM - McIntyre Dam","OKA_upstream","Okanogan River Upstream"
"200","OKP - Penticton Channel PIT Array","OKA_upstream","Okanogan River Upstream"
"201","OKS - Shingle Creek","OKA_upstream","Okanogan River Upstream"
"202","OKV - Vaseux Creek, BC, Canada","OKA_upstream","Okanogan River Upstream"
"203","OKW - Shuttleworth Creek","OKA_upstream","Okanogan River Upstream"
"204","OMF - Omak Creek above Mission Falls","OKA_upstream","Okanogan River Upstream"
"205","OMH - Omak Creek Haley Creek Road","OKA_upstream","Okanogan River Upstream"
"206","OMK - Omak Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"207","OMP - Omak Acclimation Pond","OKA_upstream","Okanogan River Upstream"
"208","RVP - Riverside Acclimation Pond","OKA_upstream","Okanogan River Upstream"
"209","SA0 - Salmon Creek below OID Div.","OKA_upstream","Okanogan River Upstream"
"210","SA1 - Salmon Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"211","SAD - Salmon Creek Above OID Div.","OKA_upstream","Okanogan River Upstream"
"212","SKA - Skaha Dam Fish Ladder","OKA_upstream","Okanogan River Upstream"
"213","TNK - Tunk Creek Instream Array","OKA_upstream","Okanogan River Upstream"
"214","TON - Tonasket Creek","OKA_upstream","Okanogan River Upstream"
"215","WAN - Wanacut Creek","OKA_upstream","Okanogan River Upstream"
"216","WHS - Wildhorse Spring Creek","OKA_upstream","Okanogan River Upstream"
"217","ZSL - Zosel Dam Combined","OKA_upstream","Okanogan River Upstream"
"218","0HR - Henrys Instream Array","SAL_sites","Salmon River"
"219","18M - Eighteenmile Creek","SAL_sites","Salmon River"
"220","AGC - Agency Creek, Lemhi R. Basin","SAL_sites","Salmon River"
"221","BHC - Bohannon Creek Lemhi R Basin","SAL_sites","Salmon River"
"222","BRC - Bear Valley Adult Video Weir","SAL_sites","Salmon River"
"223","BTC - Big Timber Creek","SAL_sites","Salmon River"
"224","BTL - Lower Big Timber, Lemhi Basin","SAL_sites","Salmon River"
"225","BTM - Big Timber Creek - Middle","SAL_sites","Salmon River"
"226","BTU - Big Timber Creek - Upper","SAL_sites","Salmon River"
"227","CAC - Canyon Creek ISA @ km 1","SAL_sites","Salmon River"
"228","CEY - Cearley Creek Side Channel","SAL_sites","Salmon River"
"229","CRC - Carmen Creek, Salmon R. Basin","SAL_sites","Salmon River"
"230","ESS - EFSF Salmon River at Parks Cr.","SAL_sites","Salmon River"
"231","EVL - Eagle Valley Ranch - Lower","SAL_sites","Salmon River"
"232","EVU - Eagle Valley Ranch - Upper","SAL_sites","Salmon River"
"233","HEC - Hawley Cr/18 Mile Cr Array","SAL_sites","Salmon River"
"234","HYC - Hayden Creek In-stream Array","SAL_sites","Salmon River"
"235","KEN - Kenney Creek In-stream Arrays","SAL_sites","Salmon River"
"236","KRS - SF Salmon River at Krassel Cr.","SAL_sites","Salmon River"
"237","LB8 - Big Eightmile Creek","SAL_sites","Salmon River"
"238","LBS - Big Springs Creek","SAL_sites","Salmon River"
"239","LCL - Lee Creek, Lemhi R. Basin","SAL_sites","Salmon River"
"240","LLR - Lower Lemhi River","SAL_sites","Salmon River"
"241","LLS - Lemhi Little Springs Instream","SAL_sites","Salmon River"
"242","LRW - Lemhi River Weir","SAL_sites","Salmon River"
"243","MAR - Marsh Cr at Lola Cr Campground","SAL_sites","Salmon River"
"244","NFS - North Fork Salmon River","SAL_sites","Salmon River"
"245","PCA - Panther Creek Array","SAL_sites","Salmon River"
"246","RFL - Redfish Lake Creek","SAL_sites","Salmon River"
"247","RPJ - Rapid River Hatchery Pond","SAL_sites","Salmon River"
"248","S2I - Lemhi Sub-reach 2 SC Inlet","SAL_sites","Salmon River"
"249","S2O - Lemhi Sub-reach 2 SC Outlet","SAL_sites","Salmon River"
"250","S3A - Eagle Valley Ranch S3A","SAL_sites","Salmon River"
"251","S3B - Eagle Valley Ranch S3B","SAL_sites","Salmon River"
"252","SAJ - Salmon River Trap","SAL_sites","Salmon River"
"253","SFG - SF Salmon at Guard Station Br.","SAL_sites","Salmon River"
"254","STL - Sawtooth Hatchery Adult Trap","SAL_sites","Salmon River"
"255","STR - SF Salmon Satellite Facility","SAL_sites","Salmon River"
"256","TAY - Big Creek at Taylor Ranch","SAL_sites","Salmon River"
"257","USE - Upper Salmon River at rkm 437","SAL_sites","Salmon River"
"258","USI - Upper Salmon River at rkm 460","SAL_sites","Salmon River"
"259","VC1 - Valley Creek, Upstream Site","SAL_sites","Salmon River"
"260","VC2 - Valley Creek, Downstream Site","SAL_sites","Salmon River"
"261","WB1 - White Bird Cr Seasonal IPTDS","SAL_sites","Salmon River"
"262","WPC - Wimpey Creek, Lemhi R. Basin","SAL_sites","Salmon River"
"263","YFK - Yankee Fork Salmon River","SAL_sites","Salmon River"
"264","YPP - Yellow Pine Pit Lake","SAL_sites","Salmon River"
"265","ZEN - Secesh River at Zena Cr. Ranch","SAL_sites","Salmon River"
"266","LTR - Lower Tucannon River","TUC_RM","Tucannon River Mouth"
"267","MTR - Middle Tucannon River","TUC_upstream","Tucannon River Upstream"
"268","TFH - Tucannon Fish Hatchery","TUC_upstream","Tucannon River Upstream"
"269","TPJ - Tucannon at Panjab Creek","TUC_upstream","Tucannon River Upstream"
"270","UTR - Upper Tucannon River","TUC_upstream","Tucannon River Upstream"
"271","TMF - Three Mile Falls Dam Combined","UMA_RM","Umatilla River Mouth"
"272","BC1 - Birch Creek Taylor Lane","UMA_upstream","Umatilla River Upstream"
"273","FDC - Feed Canal","UMA_upstream","Umatilla River Upstream"
"274","FDD - Feed Diversion Dam","UMA_upstream","Umatilla River Upstream"
"275","MCK - Mouth McKay Creek","UMA_upstream","Umatilla River Upstream"
"276","MWC - Maxwell Canal","UMA_upstream","Umatilla River Upstream"
"277","TMA - 3-Mile Falls Dam Adult Fishway","UMA_upstream","Umatilla River Upstream"
"278","TMJ - 3-Mile Falls Dam Smolt Bypass","UMA_upstream","Umatilla River Upstream"
"279","UM1 - Umatilla River USFWS","UMA_upstream","Umatilla River Upstream"
"280","UM2 - Umatilla River Instream Array","UMA_upstream","Umatilla River Upstream"
"281","UMF - Umatilla R below Feed Dam","UMA_upstream","Umatilla River Upstream"
"282","UMW - Umatilla R Recycled Water Fac","UMA_upstream","Umatilla River Upstream"
"283","ORB - Oasis Road Bridge","WAWA_RM","Walla Walla River Mouth"
"284","PRV - Walla Walla R at Pierce RV Prk","WAWA_RM","Walla Walla River Mouth"
"285","WWB - Walla Walla River Barge Array","WAWA_RM","Walla Walla River Mouth"
"286","BBT - Touchet River at Bolles Bridge","WAWA_upstream","Walla Walla River Upstream"
"287","BGM - Burlingame Dam and Canal","WAWA_upstream","Walla Walla River Upstream"
"288","COP - Lower Coppei Instream Array","WAWA_upstream","Walla Walla River Upstream"
"289","HST - Touchet River at Harvey Shaw","WAWA_upstream","Walla Walla River Upstream"
"290","JPT - Juvenile Pond Touchet","WAWA_upstream","Walla Walla River Upstream"
"291","KCB - Kiwanis Camp Bridge, Mill C","WAWA_upstream","Walla Walla River Upstream"
"292","LWD - Lowden Diversion Dam","WAWA_upstream","Walla Walla River Upstream"
"293","MBD - Mill Crk Bennington Diversion","WAWA_upstream","Walla Walla River Upstream"
"294","MCC - Mill Creek Confluence ","WAWA_upstream","Walla Walla River Upstream"
"295","MCD - Mill Creek Diversion Project","WAWA_upstream","Walla Walla River Upstream"
"296","MCI - Mill Creek Intake Dam","WAWA_upstream","Walla Walla River Upstream"
"297","MCR - Mill Creek Roosevelt St Bridge","WAWA_upstream","Walla Walla River Upstream"
"298","MDR - McDonald Road Bridge","WAWA_upstream","Walla Walla River Upstream"
"299","MDW - Mill Creek Division Works","WAWA_upstream","Walla Walla River Upstream"
"300","NBA - Nursery Bridge Adult","WAWA_upstream","Walla Walla River Upstream"
"301","NFW - North Fork Walla Walla River","WAWA_upstream","Walla Walla River Upstream"
"302","PAT - Pattit Creek Instream Site","WAWA_upstream","Walla Walla River Upstream"
"303","RSB - Roosevelt Street Bridge","WAWA_upstream","Walla Walla River Upstream"
"304","WW1 - Harris Bridge S F Walla Walla","WAWA_upstream","Walla Walla River Upstream"
"305","WW2 - SF Walla Walla at Bear Creek","WAWA_upstream","Walla Walla River Upstream"
"306","YHC - Yellowhawk Creek","WAWA_upstream","Walla Walla River Upstream"
"307","YHL - Lower Yellowhawk Creek Array ","WAWA_upstream","Walla Walla River Upstream"
"308","LWE - Lower Wenatchee River","WEN_RM","Wenatchee River Mouth"
"309","BBP - Blackbird Pond Accl. Site","WEN_upstream","Wenatchee River Upstream"
"310","BCP - Butcher Creek Acclimation Pond","WEN_upstream","Wenatchee River Upstream"
"311","BMT - Big Meadow Temporary Array","WEN_upstream","Wenatchee River Upstream"
"312","BVP - Beaver Creek Acclimation Pond","WEN_upstream","Wenatchee River Upstream"
"313","BVT - Beaver Creek Temporary Array","WEN_upstream","Wenatchee River Upstream"
"314","CCM - Chumstick Creek at Merry","WEN_upstream","Wenatchee River Upstream"
"315","CCS - Chumstick Creek at Sunitsch","WEN_upstream","Wenatchee River Upstream"
"316","CCT - Chikamin Creek Temporary Array","WEN_upstream","Wenatchee River Upstream"
"317","CHL - Lower Chiwawa River","WEN_upstream","Wenatchee River Upstream"
"318","CHM - Chumstick Creek","WEN_upstream","Wenatchee River Upstream"
"319","CHP - Chiwawa Acc. Pond","WEN_upstream","Wenatchee River Upstream"
"320","CHU - Upper Chiwawa River","WEN_upstream","Wenatchee River Upstream"
"321","CHW - Chiwaukum Creek","WEN_upstream","Wenatchee River Upstream"
"322","CLP - Coulter Creek Acclimation Pond","WEN_upstream","Wenatchee River Upstream"
"323","CWT - Chiwawa River Weir Trap Array","WEN_upstream","Wenatchee River Upstream"
"324","DRP - Dryden Acc. Pond","WEN_upstream","Wenatchee River Upstream"
"325","HA3 - Upper Nason Oxbow","WEN_upstream","Wenatchee River Upstream"
"326","IC5 - Icicle Creek Historic Channel","WEN_upstream","Wenatchee River Upstream"
"327","ICL - Lower Icicle Instream Array","WEN_upstream","Wenatchee River Upstream"
"328","ICM - Middle Icicle Instream Array","WEN_upstream","Wenatchee River Upstream"
"329","ICU - Upper Icicle Instream Array","WEN_upstream","Wenatchee River Upstream"
"330","LHC - Leavenworth NFH Coho Releases","WEN_upstream","Wenatchee River Upstream"
"331","LNF - Leavenworth NFH Adult Ladder","WEN_upstream","Wenatchee River Upstream"
"332","LWB - Lower Wenatchee Barge","WEN_upstream","Wenatchee River Upstream"
"333","LWN - Little Wenatchee River","WEN_upstream","Wenatchee River Upstream"
"334","MCL - Lower Mission Creek Instream","WEN_upstream","Wenatchee River Upstream"
"335","MWE - Middle Wenatchee River","WEN_upstream","Wenatchee River Upstream"
"336","NAL - Lower Nason Creek","WEN_upstream","Wenatchee River Upstream"
"337","NAS - Nason Creek Releases","WEN_upstream","Wenatchee River Upstream"
"338","NAU - Upper Nason Creek","WEN_upstream","Wenatchee River Upstream"
"339","PES - Peshastin Creek","WEN_upstream","Wenatchee River Upstream"
"340","PEU - Upper Peshastin Creek","WEN_upstream","Wenatchee River Upstream"
"341","RFP - Rolfing Acclimation Pond","WEN_upstream","Wenatchee River Upstream"
"342","TCT - Tronsen Creek Temporary Array","WEN_upstream","Wenatchee River Upstream"
"343","TUF - Tumwater Dam Adult Fishway","WEN_upstream","Wenatchee River Upstream"
"344","UCT - Upper Chiwawa Temporary Array","WEN_upstream","Wenatchee River Upstream"
"345","UNT - Upper Nason Temporary Array","WEN_upstream","Wenatchee River Upstream"
"346","UPT - Upper Peshastin Temporary Arr.","WEN_upstream","Wenatchee River Upstream"
"347","UWE - Upper Wenatchee River","WEN_upstream","Wenatchee River Upstream"
"348","WPT - White Pine Temporary Array","WEN_upstream","Wenatchee River Upstream"
"349","WTL - White River, Wenatchee Basin","WEN_upstream","Wenatchee River Upstream"
"350","PRO - Prosser Diversion Dam Combined","YAK_RM","Yakima River Mouth"
"351","1BC - Upper Big Creek, Yakima Basin","YAK_upstream","Yakima River Upstream"
"352","1LC - Upper Little Creek, Yakima","YAK_upstream","Yakima River Upstream"
