day,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
347,,,,,,,,,,,,,,,,,,,8.167,8.894,9.181,9.028,8.673,8.771,8.154,8.354,8.717,7.863,9.450,9.589,
348,,,,,,,,,,,,,,,,,,,7.975,8.769,9.014,8.782,8.705,8.779,7.950,8.096,8.667,7.854,9.156,9.478,
349,,,,,,,,,,,,,,,,,,,7.927,8.566,8.801,8.493,8.731,8.654,7.792,7.921,8.404,7.683,8.972,9.389,
350,,,,,,,,,,,,,,,,,,,7.957,8.411,8.650,8.470,8.613,8.542,7.613,7.758,8.379,7.333,8.817,9.194,
351,,,,,,,,,,,,,,,,,,,7.827,8.134,8.414,8.053,8.502,8.554,7.492,7.529,8.158,7.000,8.817,8.989,
352,,,,,,,,,,,,,,,,,,,7.732,7.884,8.220,7.722,8.356,8.454,7.321,7.383,7.892,6.725,8.844,7.894,
353,,,,,,,,,,,,,,,,,,,7.386,7.775,7.954,7.639,8.280,8.400,7.167,7.417,7.533,6.200,8.667,8.783,
354,,,,,,,,,,,,,,,,,,,7.042,7.649,7.799,7.639,8.176,8.329,7.013,7.421,7.179,5.858,8.494,8.789,
355,,,,,,,,,,,,,,,,,,,6.798,7.553,7.608,7.595,7.738,8.142,6.821,7.258,7.000,5.383,8.322,8.683,
356,,,,,,,,,,,,,,,,,,,6.505,7.505,7.454,7.475,7.644,7.867,6.892,7.238,6.946,4.871,8.294,8.600,
357,,,,,,,,,,,,,,,,,,,6.376,7.486,7.502,7.516,7.352,7.808,7.025,7.038,6.654,4.892,8.139,8.522,
358,,,,,,,,,,,,,,,,,,,6.251,7.432,7.498,7.287,6.859,7.554,7.104,6.771,6.496,4.979,7.844,8.450,
359,,,,,,,,,,,,,,,,,,,6.104,7.202,7.315,7.127,6.745,7.246,7.067,6.508,6.346,4.983,7.800,8.317,
360,,,,,,,,,,,,,,,,,,,6.087,6.682,6.986,6.866,6.560,7.025,6.858,6.237,5.904,5.142,7.528,8.061,
361,,,,,,,,,,,,,,,,,,,5.965,6.411,6.859,6.512,6.423,6.846,6.617,6.187,5.433,5.200,7.533,7.878,
362,,,,,,,,,,,,,,,,,,,5.831,6.500,6.773,6.451,6.373,6.775,6.454,5.988,5.025,5.271,7.589,7.633,
363,,,,,,,,,,,,,,,,,,,5.630,6.190,6.720,6.292,6.255,6.646,6.263,5.975,4.867,5.125,7.678,7.756,
364,,,,,,,,,,,,,,,,,,,5.513,5.707,6.537,6.273,6.132,6.442,6.104,6.042,4.863,5.025,7.500,7.667,
365,,,,,,,,,,,,,,,,,,,5.405,5.595,6.218,6.215,5.970,6.325,6.070,5.988,4.700,5.013,7.511,7.561,
366,,,,,,,,,,,,,,,,,,,,,,6.023,,,,5.946,,,,7.422,
Notes:
1995-2025 Wells Daily Average Temperature (C)
Generated 03 Feb 2025 10:47:15 PST. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2025). Columbia Basin Conditions All Years. Available from https://www.cbr.washington.edu/dart/query/basin_conditions_hist."
